election,m,voters_used,cycle_label,H0_n,H0_pers_sum,H0_pers_max,H1_n,H1_pers_sum,H1_pers_max,H2_n,H2_pers_sum,H2_pers_max
00001-00000001.soi,12,30,1,15,125.24945021593453,10.954451150103322,15,9.260452874557663,1.939909813134955,15,2.5586000983587276,1.3552743925727349
00001-00000003.soi,14,30,1,15,169.7553863311271,15.620499351813308,15,6.645748672131742,2.173206603856041,15,0.0,0.0
00007-00000001.soi,10,30,1,15,110.64505783454423,9.797958971132712,15,8.991938180790095,2.2254970643502663,15,1.5941183134578107,0.7497308762002604
00007-00000004.soi,20,30,1,15,278.6574345842176,27.964262908219126,15,13.943280051563312,3.5747772836049467,15,0.0,0.0
00007-00000009.soi,13,30,1,15,176.81709095595886,16.61324772583615,15,17.591926909359216,2.5662987209407255,15,0.7968647978185697,0.668319702450562
00007-00000012.soi,9,30,1,15,92.15451989186917,8.0,15,6.494290998738954,1.3932671756039507,15,1.078155356616354,0.48528137423856954
00007-00000014.soi,8,30,1,15,79.26990388502563,6.324555320336759,15,6.965385804143749,1.6432977062281005,15,0.9467925846951353,0.5855496150925266
00007-00000027.soi,18,9,1,8,157.20262399613418,29.086079144497972,14,0.6348508359105267,0.6348508359105267,12,0.0,0.0
00007-00000028.soi,14,30,1,15,217.84508677210678,16.431676725154983,15,18.585578785048142,2.517878743872842,15,2.543064534232263,1.1256967367053363
00007-00000031.soi,10,30,1,15,115.02040185010483,9.899494936611665,15,3.7544277720582535,1.136812145889035,15,0.2457820323433797,0.2457820323433797
00007-00000032.soi,13,30,1,15,181.89618657919033,14.832396974191326,15,13.833264185199095,3.2734012162926547,15,0.7463131907470189,0.6155679067376205
00007-00000033.soi,16,30,1,15,285.17270722285997,20.92844953645635,15,13.223051930405074,1.863721762402026,15,0.5695468132360944,0.5695468132360944
00007-00000036.soi,10,30,1,15,116.21197560865919,9.273618495495704,15,9.081661890780182,2.0310196248723678,15,0.536499011388182,0.25088640739534007
00007-00000037.soi,10,30,1,15,122.03473450899494,9.591663046625438,15,16.131466855371137,2.7994289839487525,15,2.07270676074217,0.737645523777303
00007-00000038.soi,11,30,1,15,157.30222365507603,13.638181696985855,15,15.747077326487846,2.387212914023012,15,1.5846954642471331,0.7145183974214682
00007-00000039.soi,10,30,1,15,119.81581308505412,9.38083151964686,15,16.808063106334128,2.8284271247461916,15,3.9838465557874994,1.2221949370345246
00007-00000044.soi,9,30,1,15,95.33076174866584,8.0,15,6.772902212711628,2.708239898868001,15,0.8134123376230047,0.36828276515594993
00007-00000046.soi,4,30,1,15,19.798989873223334,1.4142135623730951,15,0.0,0.0,15,0.0,0.0
00007-00000052.soi,14,30,1,15,197.03535248161742,16.492422502470642,15,4.933284950311842,2.0883310387606535,15,0.0,0.0
00007-00000054.soi,9,30,1,15,97.56320587303398,8.12403840463596,15,8.98021313400425,1.3667504192892004,15,1.8167102265865278,0.8845077134625114
00007-00000055.soi,17,30,1,15,192.67384671822734,18.973665961010276,15,8.147309293890881,3.249375600290117,15,0.30043312127602206,0.30043312127602206
00007-00000056.soi,9,30,1,15,93.82683560433006,7.615773105863909,15,9.948457371279165,1.6432977062281005,15,0.0,0.0
00007-00000066.soi,7,30,1,15,63.307993663825094,6.48074069840786,15,4.3587703115361,0.9282032302755088,15,0.0,0.0
00007-00000068.soi,11,30,1,15,140.40000333258226,11.224972160321824,15,11.454978610598356,1.6911663219433457,15,0.9767509017894032,0.5184510672144711
00007-00000078.soi,20,30,1,15,368.6291030109054,27.748873851023216,15,17.639862776315816,3.0957637110725216,15,1.7982525555355302,1.4720839046444603
00007-00000079.soi,14,30,1,15,184.89594071221185,16.3707055437449,15,9.8571738940482,2.45352857442437,15,0.0,0.0
00007-00000080.soi,13,30,1,15,161.36896789411787,14.2828568570857,15,5.620200823326993,2.1535282441968313,15,0.4437642758887961,0.4437642758887961
00008-00000004.soi,11,30,1,15,121.45586595966488,11.575836902790225,15,3.967237691097112,1.7424192735323363,15,0.0,0.0
00008-00000006.soi,10,30,1,15,105.86013195034653,10.295630140987,15,2.9903057947727225,1.0801610840513636,15,0.7703296142690075,0.7703296142690075
00008-00000011.soi,10,30,1,15,110.8980869741185,8.831760866327848,15,11.364560193377532,2.9446148618625827,15,0.32028263473556606,0.32028263473556606
00008-00000013.soi,11,30,1,15,95.07872372101106,10.099504938362077,15,3.425636861554162,1.1350324074560483,15,0.3760226566123386,0.2500305306241497
00008-00000014.soi,8,30,1,15,74.78416032190528,6.6332495807108,15,4.047838877055449,1.7903249385844306,15,0.3666002653407556,0.3666002653407556
00008-00000016.soi,10,30,1,15,85.14145468274499,8.366600265340756,15,0.9562955007420704,0.5447052939984331,15,0.0,0.0
00008-00000019.soi,11,30,1,15,127.66989208290656,9.899494936611665,15,16.900239412516015,2.883027259996858,15,2.3075059189571974,1.5457841402056491
00008-00000020.soi,9,30,1,15,86.95482621281906,7.615773105863909,15,7.107226701253002,2.2254970643502663,15,0.2956301409870008,0.19803902718556898
00001-00000002.soi,9,30,0,15,90.21145185278974,8.602325267042627,15,4.771025093556953,0.976395331218419,15,0.0,0.0
00007-00000002.soi,19,30,0,15,242.19409294001053,19.6468827043885,15,16.46840540542482,3.8471462209840475,15,2.034856773638939,1.9188697811353777
00007-00000003.soi,10,30,0,15,89.57954582045056,8.602325267042627,15,6.5604103719779525,1.7029513911133014,15,0.0,0.0
00007-00000005.soi,26,30,0,15,383.561636746142,36.76955262170047,15,13.808699913286993,4.328604371608819,15,0.0,0.0
00007-00000006.soi,17,30,0,15,216.74516707439872,18.601075237738275,15,15.949265166155403,3.561409731039026,15,1.640910486405616,1.640910486405616
00007-00000007.soi,21,30,0,15,330.3897353134056,30.59411708155671,15,10.10051461761033,2.9267376391781,15,1.8952716799389009,1.4160780536535924
00007-00000008.soi,3,30,0,15,5.656854249492381,1.4142135623730951,15,0.0,0.0,15,0.0,0.0
00007-00000010.soi,6,30,0,15,47.82227527999829,4.0,15,4.710260690865226,1.1573220987924144,15,0.3796687024671481,0.20004002802642873
00007-00000011.soi,7,30,0,15,65.98922496843484,5.830951894845301,15,4.9086697286870224,1.1840552253805585,15,0.0,0.0
00007-00000013.soi,5,30,0,15,28.283240345371286,2.449489742783178,15,4.039870645892867,1.2921676439907634,15,0.5009833003453434,0.5009833003453434
00007-00000015.soi,11,30,0,15,125.25783124750741,10.198039027185569,15,4.576112578151642,1.9027561765599348,15,0.0,0.0
00007-00000016.soi,29,30,0,15,516.5484957588694,44.56455991031439,15,11.816556951927865,2.8018689591643877,15,0.0,0.0
00007-00000017.soi,5,30,0,15,30.646321446075397,3.4641016151377544,15,0.8134541564984326,0.5358983848622456,15,0.0,0.0
00007-00000018.soi,3,30,0,15,5.656854249492381,1.4142135623730951,15,0.0,0.0,15,0.0,0.0
00007-00000019.soi,5,30,0,15,33.3591093634606,3.4641016151377544,15,1.587414066467387,0.7785390719815304,15,0.0,0.0
00007-00000020.soi,6,30,0,15,38.44442795178745,4.242640687119285,15,0.8505357618743066,0.33385053542218923,15,0.0,0.0
00007-00000021.soi,4,30,0,15,21.798989873223338,2.0,15,2.2632981746020238,0.7127879173852016,15,0.0,0.0
00007-00000022.soi,3,30,0,15,5.656854249492381,1.4142135623730951,15,0.0,0.0,15,0.0,0.0
00007-00000023.soi,15,30,0,15,209.0902465810304,17.378147196982766,15,7.3536266863586075,2.138187473725779,15,0.0,0.0
00007-00000024.soi,3,30,0,15,7.0710678118654755,1.4142135623730951,15,1.0352761804100827,1.0352761804100827,15,0.0,0.0
00007-00000025.soi,4,30,0,15,15.005323477841912,2.449489742783178,15,0.3789373819630124,0.3789373819630124,15,0.0,0.0
00007-00000026.soi,5,30,0,15,33.80379790001994,2.8284271247461903,15,1.9907047849145685,0.6356744903915641,15,0.0,0.0
00007-00000029.soi,17,30,0,15,195.38038001016668,17.832554500127006,15,1.274628199062489,0.6446751600998457,15,0.4075836325130844,0.4075836325130844
00007-00000030.soi,14,30,0,15,179.55272640262405,14.142135623730951,15,4.962669279979435,1.890841572515125,15,0.0,0.0
00007-00000034.soi,4,30,0,15,21.21320343559643,1.4142135623730951,15,3.5054234106759994,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000035.soi,6,30,0,15,44.04049342863225,3.7416573867739413,15,5.63591414489602,1.3573621268188432,15,0.18572295292247976,0.18572295292247976
00007-00000040.soi,13,30,0,15,169.83372327470224,15.362291495737216,15,15.504849478105152,3.874696710219675,15,1.6232056718649748,0.9400863938812591
00007-00000041.soi,9,30,0,15,87.2592320170086,8.0,15,3.2598726052892406,0.8238864489154798,15,0.0,0.0
00007-00000042.soi,7,30,0,15,58.00326261899855,5.477225575051661,15,2.328828005937952,1.4772255750516612,15,0.0,0.0
00007-00000043.soi,7,30,0,15,61.08228222433953,4.898979485566356,15,7.242238372391492,1.6833104695324836,15,0.2975079947893393,0.16014131736778303
00007-00000045.soi,6,30,0,15,48.4467170533106,4.47213595499958,15,2.85917881279838,0.6268835585932049,15,0.0,0.0
00007-00000047.soi,4,30,0,15,22.83426605363342,2.449489742783178,15,2.2632981746020238,0.7127879173852016,15,0.0,0.0
00007-00000048.soi,7,30,0,15,59.27595958391294,5.656854249492381,15,4.975254719444262,2.013123959913907,15,0.0,0.0
00007-00000049.soi,3,30,0,15,7.0710678118654755,1.4142135623730951,15,1.0352761804100827,1.0352761804100827,15,0.0,0.0
00007-00000050.soi,10,30,0,15,116.64925169930092,10.198039027185569,15,3.830098302049601,2.1655250605964387,15,0.08671160971416825,0.08671160971416825
00007-00000051.soi,6,30,0,15,39.02850653990809,4.898979485566356,15,1.7701657602694998,0.913230262027751,15,0.0,0.0
00007-00000053.soi,4,30,0,15,16.970562748477143,1.4142135623730951,15,1.0352761804100827,0.5857864376269049,15,0.0,0.0
00007-00000057.soi,8,30,0,15,79.78904566534628,8.12403840463596,15,5.486063122743627,1.1254757336328876,15,0.11868110889781391,0.11868110889781391
00007-00000058.soi,3,30,0,15,7.0710678118654755,1.4142135623730951,15,1.0352761804100827,1.0352761804100827,15,0.0,0.0
00007-00000059.soi,5,30,0,15,31.82926341429928,3.1622776601683795,15,3.6434867860421285,1.4142135623730945,15,0.0,0.0
00007-00000060.soi,3,30,0,15,7.0710678118654755,1.4142135623730951,15,1.0352761804100827,1.0352761804100827,15,0.0,0.0
00007-00000061.soi,4,30,0,15,20.834266053633417,2.449489742783178,15,3.979335691944494,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000062.soi,5,30,0,15,28.747857411554353,4.242640687119285,15,0.0,0.0,15,0.0,0.0
00007-00000063.soi,3,30,0,15,7.0710678118654755,1.4142135623730951,15,1.0352761804100827,1.0352761804100827,15,0.0,0.0
00007-00000064.soi,4,30,0,15,19.04111510929731,2.449489742783178,15,1.091725299348214,0.7127879173852016,15,0.0,0.0
00007-00000065.soi,8,30,0,15,75.49883580663108,6.48074069840786,15,9.117593696201645,2.2171536245194305,15,1.0107672060876585,0.555820608414356
00007-00000067.soi,7,30,0,15,64.40783111095493,5.0990195135927845,15,5.1178820617997935,1.4908273609960867,15,0.7156394619669317,0.42026599807402576
00007-00000069.soi,4,30,0,15,21.8695422340435,2.449489742783178,15,2.127001479758297,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000070.soi,4,30,0,15,21.798989873223338,2.0,15,4.5406995910860815,1.0352761804100827,15,0.7578747639260248,0.3789373819630124
00007-00000071.soi,7,30,0,15,63.28144156971548,6.0,15,5.957591932290962,1.2915026221291814,15,0.15250888230293924,0.15250888230293924
00007-00000072.soi,4,30,0,15,21.21320343559643,1.4142135623730951,15,2.585786437626905,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000073.soi,5,30,0,15,35.63170957372082,2.8284271247461903,15,6.074624400603739,0.913230262027751,15,0.973119255344923,0.25834261322605867
00007-00000074.soi,4,30,0,15,14.142135623730953,1.4142135623730951,15,1.6210626180369876,1.0352761804100827,15,0.0,0.0
00007-00000075.soi,9,30,0,15,80.25406220047532,7.615773105863909,15,3.969619240236373,1.184718294492801,15,0.0,0.0
00007-00000076.soi,5,30,0,15,28.46013669846701,2.449489742783178,15,2.8118486517009256,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000077.soi,12,30,0,15,151.36779163799693,13.856406460551018,15,7.4408541828470085,1.4342763643164922,15,0.7737826180979397,0.3846574834072225
00007-00000081.soi,4,30,0,15,22.248479616006513,2.449489742783178,15,3.7480640977952846,1.0352761804100827,15,0.7578747639260248,0.3789373819630124
00007-00000082.soi,4,30,0,15,21.21320343559643,1.4142135623730951,15,5.2920132888386355,1.0352761804100827,15,1.1368121458890372,0.3789373819630124
00007-00000083.soi,7,30,0,15,64.29758945345719,5.0990195135927845,15,7.619604039089543,1.7903249385844306,15,1.4379640852622995,0.4287725678027101
00007-00000084.soi,6,30,0,15,45.57018502264144,4.0,15,5.01051564792026,1.4142135623730958,15,0.35372631979363955,0.35372631979363955
00007-00000085.soi,4,30,0,15,22.384776310850242,2.0,15,1.5505102572168221,0.5857864376269049,15,0.0,0.0
00007-00000086.soi,4,30,0,15,21.21320343559643,1.4142135623730951,15,3.0352761804100825,1.0352761804100827,15,0.3789373819630124,0.3789373819630124
00007-00000087.soi,4,30,0,15,22.248479616006513,2.449489742783178,15,4.070552360820166,1.0352761804100827,15,1.1368121458890372,0.3789373819630124
00008-00000001.soi,9,30,0,15,82.21323130927547,8.48528137423857,15,3.6695380537072992,1.0025740751400223,15,0.0,0.0
00008-00000002.soi,11,30,0,15,104.44350869932154,10.488088481701515,15,1.8629655228336066,0.8029400621463356,15,0.0,0.0
00008-00000003.soi,10,30,0,15,107.93159457752957,8.831760866327848,15,11.825274476100072,2.751223897901305,15,0.0,0.0
00008-00000005.soi,10,30,0,15,84.17799035321949,7.615773105863909,15,6.917401228484744,1.5938422368138143,15,0.1048300661203001,0.1048300661203001
00008-00000007.soi,13,30,0,15,133.34252135275935,11.916375287812984,15,5.049473662350862,2.0995049383620774,15,0.0,0.0
00008-00000008.soi,10,30,0,15,115.48494618084166,9.797958971132712,15,9.895993577386726,2.4819476326569134,15,0.0,0.0
00008-00000009.soi,11,30,0,15,94.14529104701931,9.486832980505138,15,2.673761337975516,1.3588159398457211,15,0.0,0.0
00008-00000010.soi,9,30,0,15,93.4096296488554,7.745966692414834,15,5.20738347944179,1.9239510971209004,15,0.0,0.0
00008-00000012.soi,8,30,0,15,69.23393013670774,6.6332495807108,15,4.9842208072739265,0.8177634621393253,15,0.1301935865509254,0.1301935865509254
00008-00000015.soi,9,30,0,15,96.50344808696276,8.602325267042627,15,3.444149805979402,1.2911435158998685,15,0.43147662815250953,0.22943559928522106
00008-00000017.soi,9,30,0,15,88.02881734219073,7.615773105863909,15,9.281007157391198,2.236948159636171,15,0.0,0.0
